seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr19	4723959	4724116	158	*	PMF_vs_PMC_peak_592	54	.	3.57754	10.4007	5.40619	116	Promoter (<=1kb)	19	4723905	4725530	1626	1	105372250	ENST00000797439.1	54
chr19	4804011	4804156	146	*	PMF_vs_PMC_peak_593	97	.	8.85032	15.9468	9.79664	51	Distal Intergenic	19	4791734	4801273	9540	1	55527	ENST00000269856.5	12277
chr19	5828324	5828498	175	*	PMF_vs_PMC_peak_594	33	.	3.5268	7.60524	3.31759	72	3' UTR	19	5831378	5832567	1190	2	2528	ENST00000592563.1	4069
chr19	10701369	10701493	125	*	PMF_vs_PMC_peak_595	58	.	5.41592	10.9285	5.82066	33	Promoter (<=1kb)	19	10701430	10713345	11916	1	81890	ENST00000589488.5	0
chr19	12325862	12325983	122	*	PMF_vs_PMC_peak_596	71	.	5.91991	12.6839	7.17312	55	Intron (ENST00000293725.10/147837, intron 1 of 3)	19	12319179	12333492	14314	2	147837	ENST00000594577.5	7509
chr19	12734576	12734782	207	*	PMF_vs_PMC_peak_597	28	.	4.38399	7.02558	2.89362	133	Promoter (<=1kb)	19	12730640	12734657	4018	2	79002	ENST00000591254.1	0
chr19	13764518	13764673	156	*	PMF_vs_PMC_peak_598	39	.	5.03726	8.41215	3.91993	113	Promoter (<=1kb)	19	13764522	13774282	9761	1	84245	ENST00000040663.8	0
chr19	13774328	13774476	149	*	PMF_vs_PMC_peak_599	33	.	2.97741	7.60861	3.31853	55	Promoter (<=1kb)	19	13774456	13778773	4318	1	28974	ENST00000588234.6	0
chr19	13906112	13906251	140	*	PMF_vs_PMC_peak_600	45	.	5.76653	9.32228	4.59342	79	Promoter (<=1kb)	19	13906201	13930879	24679	1	54862	ENST00000318003.11	0
chr19	14136417	14136632	216	*	PMF_vs_PMC_peak_601	33	.	4.40793	7.66459	3.35179	119	Promoter (<=1kb)	19	14119512	14136589	17078	2	55723	ENST00000263382.8	0
chr19	14571969	14572118	150	*	PMF_vs_PMC_peak_602	20	.	3.42555	5.94584	2.09762	142	Promoter (<=1kb)	19	14566078	14572062	5985	2	4713	ENST00000593353.5	0
chr19	15379642	15379864	223	*	PMF_vs_PMC_peak_603	60	.	6.04524	11.2084	6.03028	195	Promoter (<=1kb)	19	15353385	15379787	26403	2	10270	ENST00000269701.7	0
chr19	15629426	15629547	122	*	PMF_vs_PMC_peak_604	70	.	7.95653	12.522	7.05824	50	Promoter (1-2kb)	19	15628349	15629635	1287	1	11283	ENST00000589722.2	1077
chr19	15681113	15681245	133	*	PMF_vs_PMC_peak_605	39	.	5.39431	8.37529	3.91053	97	Promoter (<=1kb)	19	15681437	15697143	15707	1	66002	ENST00000550627.5	-192
chr19	17391151	17391273	123	*	PMF_vs_PMC_peak_606	36	.	5.79076	7.99618	3.61379	56	Promoter (2-3kb)	19	17387196	17394196	7001	2	110806280	ENST00000636079.2	2923
chr19	17419782	17419905	124	*	PMF_vs_PMC_peak_607	36	.	4.03034	7.99138	3.61379	23	Promoter (<=1kb)	19	17420047	17421096	1050	1	93343	ENST00000528659.5	-142
chr19	17511408	17511534	127	*	PMF_vs_PMC_peak_608	24	.	3.16681	6.40804	2.44857	44	Promoter (<=1kb)	19	17489800	17511531	21732	2	100507551	ENST00000598141.3	0
chr19	17765250	17765381	132	*	PMF_vs_PMC_peak_609	44	.	4.1146	9.09299	4.44515	71	Promoter (2-3kb)	19	17762703	17788538	25836	1	23149	ENST00000597512.1	2547
chr19	17996944	17997086	143	*	PMF_vs_PMC_peak_610	83	.	7.05323	14.2141	8.39424	79	Intron (ENST00000222249.13/3780, intron 10 of 10)	19	18001132	18014102	12971	1	27106	ENST00000379656.7	-4046
chr19	18113087	18113214	128	*	PMF_vs_PMC_peak_611	67	.	6.38124	12.1886	6.78894	58	Promoter (2-3kb)	19	18110170	18151692	41523	1	23031	ENST00000697701.1	2917
chr19	18203823	18203951	129	*	PMF_vs_PMC_peak_612	41	.	5.4539	8.77679	4.18337	85	Promoter (<=1kb)	19	18200327	18204012	3686	2	5864	ENST00000481914.2	61
chr19	18571718	18571872	155	*	PMF_vs_PMC_peak_613	29	.	3.52661	7.09102	2.93245	41	Promoter (<=1kb)	19	18571730	18575202	3473	1	7311	ENST00000596304.5	0
chr19	18798754	18798923	170	*	PMF_vs_PMC_peak_614	20	.	3.09481	5.83711	2.05075	123	Distal Intergenic	19	18782774	18791305	8532	2	1311	ENST00000425807.1	-7449
chr19	35248795	35248993	199	*	PMF_vs_PMC_peak_615	30	.	3.92954	7.28745	3.08864	181	Promoter (<=1kb)	19	35248879	35267963	19085	1	51599	ENST00000347609.8	0
chr19	35569435	35569608	174	*	PMF_vs_PMC_peak_616	80	.	3.6824	13.7787	8.03612	88	Intron (ENST00000841208.1/102723617, intron 1 of 1)	19	35550031	35563658	13628	2	495	ENST00000262623.4	-5777
chr19	35629024	35629147	124	*	PMF_vs_PMC_peak_617	58	.	5.28992	10.9285	5.82066	54	Promoter (<=1kb)	19	35629030	35637686	8657	1	79171	ENST00000588161.5	0
chr19	36114975	36115126	152	*	PMF_vs_PMC_peak_618	29	.	4.41295	7.04329	2.90374	94	Promoter (<=1kb)	19	36113723	36115193	1471	2	5438	ENST00000586789.5	67
chr19	36127829	36127968	140	*	PMF_vs_PMC_peak_619	62	.	5.55956	11.4583	6.22003	77	Exon (ENST00000830262.1/ENST00000830262.1, exon 1 of 2)	19	36121895	36125945	4051	1	1155	ENST00000468156.1	5934
chr19	36379293	36379439	147	*	PMF_vs_PMC_peak_620	39	.	5.20819	8.37529	3.91053	36	Promoter (<=1kb)	19	36334453	36379201	44749	2	57677	ENST00000270001.12	-92
chr19	37594611	37594859	249	*	PMF_vs_PMC_peak_621	49	.	6.03858	9.75571	4.93819	175	Promoter (<=1kb)	19	37594830	37613387	18558	1	163255	ENST00000589117.5	0
chr19	39341930	39342051	122	*	PMF_vs_PMC_peak_622	24	.	3.44261	6.46191	2.485	7	Promoter (<=1kb)	19	39328362	39342372	14011	2	9535	ENST00000600322.5	321
chr19	39445427	39445720	294	*	PMF_vs_PMC_peak_623	71	.	5.79391	12.6839	7.17312	102	Promoter (<=1kb)	19	39445546	39476666	31121	1	6829	ENST00000402194.6	0
chr19	40662880	40663045	166	*	PMF_vs_PMC_peak_624	28	.	4.15594	6.9063	2.81148	52	Distal Intergenic	19	40673522	40682855	9334	2	9253	ENST00000593367.1	19810
chr19	45514538	45514659	122	*	PMF_vs_PMC_peak_625	32	.	4.83597	7.45775	3.23105	106	Intron (ENST00000589627.1/7408, intron 2 of 2)	19	45517929	45526983	9055	1	7408	ENST00000705986.1	-3270
chr19	45863251	45863399	149	*	PMF_vs_PMC_peak_626	20	.	3.42555	5.94584	2.09762	82	Promoter (<=1kb)	19	45815410	45863225	47816	2	8189	ENST00000715464.1	-26
chr19	45886849	45887158	310	*	PMF_vs_PMC_peak_627	39	.	4.65993	8.44714	3.93307	21	Promoter (<=1kb)	19	45883608	45886141	2534	2	26145	ENST00000302165.5	-708
chr19	46346900	46347039	140	*	PMF_vs_PMC_peak_628	30	.	3.92954	7.28745	3.08864	51	Promoter (<=1kb)	19	46347087	46390975	43889	1	5536	ENST00000012443.9	-48
chr19	47058907	47059033	127	*	PMF_vs_PMC_peak_629	40	.	2.54476	8.59735	4.07372	7	Distal Intergenic	19	47045909	47048624	2716	2	54958	ENST00000253047.7	-10283
chr19	47226227	47226362	136	*	PMF_vs_PMC_peak_630	52	.	5.61776	10.1849	5.2727	105	Promoter (<=1kb)	19	47226942	47227021	80	1	100422899	ENST00000577414.1	-580
chr19	47231362	47231488	127	*	PMF_vs_PMC_peak_631	45	.	5.07645	9.21897	4.54191	31	Promoter (<=1kb)	19	47220824	47231199	10376	2	27113	ENST00000439096.3	-163
chr19	47934025	47934219	195	*	PMF_vs_PMC_peak_632	25	.	2.82156	6.51537	2.52147	193	Distal Intergenic	19	47870467	47886315	15849	2	6822	ENST00000222002.4	-47710
chr19	48170411	48170658	248	*	PMF_vs_PMC_peak_633	42	.	4.89746	8.89062	4.2781	78	Promoter (<=1kb)	19	48115445	48170603	55159	2	3978	ENST00000596549.6	0
chr19	49937781	49937902	122	*	PMF_vs_PMC_peak_634	69	.	6.95119	12.336	6.90627	75	Intron (ENST00000451973.1/23636, intron 2 of 2)	19	49933064	49933137	74	1	100616483	ENST00000578027.1	4717
chr19	50092508	50092700	193	*	PMF_vs_PMC_peak_635	45	.	3.47106	9.27005	4.56788	106	Distal Intergenic	19	50075123	50075902	780	1	400710	ENST00000600998.1	17385
chr19	50100903	50101152	250	*	PMF_vs_PMC_peak_636	24	.	3.23881	6.40804	2.44857	141	Intron (ENST00000701830.2/105372436, intron 2 of 2)	19	50075123	50075902	780	1	400710	ENST00000600998.1	25780
chr19	50104021	50104185	165	*	PMF_vs_PMC_peak_637	24	.	3.02295	6.41011	2.44857	94	Intron (ENST00000701830.2/105372436, intron 2 of 2)	19	50075123	50075902	780	1	400710	ENST00000600998.1	28898
chr19	50112403	50112574	172	*	PMF_vs_PMC_peak_638	36	.	3.30306	8.09835	3.69797	95	Intron (ENST00000701830.2/105372436, intron 2 of 2)	19	50110315	50148237	37923	2	105372436	ENST00000701844.1	35663
chr19	50123110	50123285	176	*	PMF_vs_PMC_peak_639	44	.	4.1146	9.09299	4.44515	158	Intron (ENST00000701830.2/105372436, intron 2 of 2)	19	50110315	50148237	37923	2	105372436	ENST00000701844.1	24952
chr19	51804998	51805135	138	*	PMF_vs_PMC_peak_640	52	.	6.5479	10.1966	5.27298	86	Promoter (<=1kb)	19	51745773	51804115	58343	2	2357	ENST00000594900.2	-883
chr19	56140923	56141082	160	*	PMF_vs_PMC_peak_641	39	.	3.86261	8.40735	3.91993	92	Promoter (<=1kb)	19	56140951	56147128	6178	1	55311	ENST00000588358.5	0
chr19	56142307	56142431	125	*	PMF_vs_PMC_peak_642	45	.	3.47106	9.27005	4.56788	69	Promoter (<=1kb)	19	56141727	56147209	5483	1	55311	ENST00000593100.5	580
chr19	57578972	57579109	138	*	PMF_vs_PMC_peak_643	56	.	6.66771	10.7452	5.68387	57	Promoter (<=1kb)	19	57571566	57578911	7346	2	55659	ENST00000196489.4	-61
chr19	58519823	58520009	187	*	PMF_vs_PMC_peak_644	37	.	3.02323	8.1324	3.71292	72	Promoter (<=1kb)	19	58513530	58519810	6281	2	84878	ENST00000594051.6	-13
chr19	58544422	58544554	133	*	PMF_vs_PMC_peak_645	39	.	4.65993	8.44714	3.93307	37	Promoter (<=1kb)	19	58544457	58547888	3432	1	10155	ENST00000594806.5	0
chr1_KI270713v1_random	21836	21980	145	*	PMF_vs_PMC_peak_646	22	.	1.75373	6.21082	2.29506	4	Promoter (<=1kb)	294	21861	22024	164	2	124905321	ENST00000619109.1	44
chr2	677232	677565	334	*	PMF_vs_PMC_peak_647	54	.	4.8849	10.4427	5.43847	87	Promoter (<=1kb)	2	677525	681533	4009	1	105373354	ENST00000783572.1	0
chr2	3575114	3575258	145	*	PMF_vs_PMC_peak_648	99	.	3.81537	16.1189	9.90627	57	Promoter (<=1kb)	2	3575260	3580920	5661	1	6201	ENST00000645674.2	-2
chr2	9843463	9843704	242	*	PMF_vs_PMC_peak_649	52	.	5.0451	10.1968	5.27298	18	Promoter (<=1kb)	2	9843474	9934416	90943	1	9014	ENST00000263663.10	0
chr2	10122680	10122876	197	*	PMF_vs_PMC_peak_650	32	.	3.13506	7.53378	3.27983	94	Promoter (<=1kb)	2	10122712	10124117	1406	1	6241	ENST00000459969.5	0
chr2	10448720	10448844	125	*	PMF_vs_PMC_peak_651	65	.	5.39722	11.8717	6.53819	76	Promoter (<=1kb)	2	10448749	10455511	6763	1	101929715	ENST00000810590.1	0
chr2	15591795	15591940	146	*	PMF_vs_PMC_peak_652	21	.	2.44739	6.04417	2.16565	73	Promoter (<=1kb)	2	15591846	15631101	39256	1	1653	ENST00000676916.1	0
chr2	15776639	15776797	159	*	PMF_vs_PMC_peak_653	65	.	2.55567	11.8267	6.50016	67	Intron (ENST00000770647.1/124905976, intron 2 of 3)	2	15782257	15785756	3500	1	124905976	ENST00000770655.1	-5460
chr2	16425901	16426038	138	*	PMF_vs_PMC_peak_654	64	.	5.13912	11.8043	6.48411	26	Intron (ENST00000425176.6/107985855, intron 2 of 2)	2	16392191	16432704	40514	1	107985855	ENST00000766121.1	33710
chr2	19863447	19863608	162	*	PMF_vs_PMC_peak_655	44	.	4.72684	9.13678	4.48027	111	Promoter (<=1kb)	2	19863620	19873967	10348	1	400946	ENST00000760062.1	-12
chr2	19990173	19990373	201	*	PMF_vs_PMC_peak_656	37	.	3.6708	8.23007	3.78289	101	Promoter (<=1kb)	2	19990185	20004821	14637	1	101928222	ENST00000737626.1	0
chr2	20350944	20351075	132	*	PMF_vs_PMC_peak_657	39	.	4.11165	8.51697	3.99853	88	Promoter (<=1kb)	2	20248717	20350848	102132	2	23369	ENST00000704930.1	-96
chr2	20635922	20636073	152	*	PMF_vs_PMC_peak_658	60	.	4.09394	11.3145	6.09891	62	Promoter (2-3kb)	2	20622179	20638515	16337	2	64342	ENST00000458740.5	2442
chr2	20651105	20651358	254	*	PMF_vs_PMC_peak_659	58	.	5.47006	10.9171	5.82066	83	Promoter (<=1kb)	2	20651188	20652200	1013	1	105373466	ENST00000738708.1	0
chr2	20666897	20667049	153	*	PMF_vs_PMC_peak_660	94	.	7.74411	15.5797	9.47519	67	Promoter (<=1kb)	2	20667144	20679243	12100	1	151449	ENST00000272224.5	-95
chr2	20676456	20676582	127	*	PMF_vs_PMC_peak_661	25	.	2.79414	6.60034	2.5805	44	3' UTR	2	20667144	20679243	12100	1	151449	ENST00000272224.5	9312
chr2	23927061	23927208	148	*	PMF_vs_PMC_peak_662	64	.	5.01226	11.7447	6.458	79	Promoter (<=1kb)	2	23748664	23927123	178460	2	54454	ENST00000238789.10	0
chr2	24076246	24076482	237	*	PMF_vs_PMC_peak_663	20	.	2.38503	5.77036	2.00355	172	Promoter (<=1kb)	2	24067586	24076326	8741	2	51639	ENST00000233468.5	0
chr2	25673380	25673523	144	*	PMF_vs_PMC_peak_664	54	.	5.80208	10.4111	5.41457	69	Promoter (<=1kb)	2	25576516	25673429	96914	2	1838	ENST00000493538.5	0
chr2	26034067	26034258	192	*	PMF_vs_PMC_peak_665	24	.	2.91107	6.4496	2.48318	76	Promoter (<=1kb)	2	26034084	26137454	103371	1	10890	ENST00000264710.5	0
chr2	27050666	27050829	164	*	PMF_vs_PMC_peak_666	41	.	2.69737	8.65798	4.1171	132	Promoter (<=1kb)	2	27051008	27053980	2973	1	60509	ENST00000453161.5	-179
chr2	27081378	27081526	149	*	PMF_vs_PMC_peak_667	41	.	4.20468	8.72856	4.15218	105	Promoter (2-3kb)	2	27083595	27086403	2809	1	11117	ENST00000433140.1	-2069
chr2	27293165	27293353	189	*	PMF_vs_PMC_peak_668	66	.	4.15694	11.9912	6.64001	98	Intron (ENST00000380075.7/57159, intron 1 of 8)	2	27282462	27307439	24978	1	57159	ENST00000296098.4	10703
chr2	32010919	32011080	162	*	PMF_vs_PMC_peak_669	54	.	4.4506	10.5157	5.48842	72	Promoter (<=1kb)	2	31867823	32011008	143186	2	51072	ENST00000404530.6	0
chr2	38377183	38377346	164	*	PMF_vs_PMC_peak_670	28	.	3.14895	6.96909	2.85288	121	Promoter (<=1kb)	2	38293954	38377273	83320	2	64225	ENST00000378954.9	0
chr2	38602763	38602928	166	*	PMF_vs_PMC_peak_671	29	.	3.52661	7.09102	2.93245	104	Promoter (<=1kb)	2	38561969	38602928	40960	2	92906	ENST00000449105.8	0
chr2	39228196	39228322	127	*	PMF_vs_PMC_peak_672	70	.	6.46298	12.4595	7.00981	43	Intron (ENST00000699628.1/344387, intron 2 of 10)	2	39168637	39243915	75279	2	344387	ENST00000699627.1	15593
chr2	42361251	42361419	169	*	PMF_vs_PMC_peak_673	66	.	4.70103	11.9988	6.64001	108	Promoter (<=1kb)	2	42349338	42361217	11880	2	9167	ENST00000234301.3	-34
chr2	42810329	42810737	409	*	PMF_vs_PMC_peak_674	49	.	3.19128	9.78053	4.95762	265	Exon (ENST00000825117.1/ENST00000825117.1, exon 1 of 3)	2	42769887	42792593	22707	2	23498	ENST00000406924.6	-17736
chr2	42978577	42978753	177	*	PMF_vs_PMC_peak_675	63	.	3.05313	11.5711	6.31109	35	Intron (ENST00000705221.1/ENST00000705221.1, intron 3 of 3)	2	43027823	43029897	2075	2	102723854	ENST00000654608.1	51144
chr2	43018325	43018517	193	*	PMF_vs_PMC_peak_676	66	.	3.52728	12.0592	6.68593	128	Intron (ENST00000705221.1/ENST00000705221.1, intron 1 of 3)	2	43027823	43029897	2075	2	102723854	ENST00000654608.1	11380
chr2	43088806	43088950	145	*	PMF_vs_PMC_peak_677	46	.	4.53433	9.46042	4.69562	39	Intron (ENST00000716701.1/102723854, intron 2 of 4)	2	43031797	43102349	70553	2	102723854	ENST00000716701.1	13399
chr2	43227147	43227411	265	*	PMF_vs_PMC_peak_678	51	.	4.27531	10.0754	5.17693	118	Promoter (<=1kb)	2	43226836	43228855	2020	1	100129726	ENST00000623515.3	311
chr2	46915984	46916134	151	*	PMF_vs_PMC_peak_679	20	.	3.09481	5.83711	2.05075	2	Promoter (<=1kb)	2	46901874	46916054	14181	2	90411	ENST00000409800.5	0
chr2	46987108	46987300	193	*	PMF_vs_PMC_peak_680	68	.	4.53479	12.3086	6.88609	108	Intron (ENST00000698500.1/57217, intron 8 of 21)	2	46994231	47075324	81094	1	57217	ENST00000484061.5	-6931
chr2	47309962	47310237	276	*	PMF_vs_PMC_peak_681	59	.	4.05182	11.0994	5.9498	93	Promoter (<=1kb)	2	47213978	47310408	96431	2	101927043	ENST00000658129.1	171
chr2	53786881	53787018	138	*	PMF_vs_PMC_peak_682	21	.	2.72076	6.0158	2.14787	114	Promoter (<=1kb)	2	53787009	53818795	31787	1	27248	ENST00000685508.1	0
chr2	54455950	54456071	122	*	PMF_vs_PMC_peak_683	27	.	4.10463	6.81164	2.73915	20	Promoter (<=1kb)	2	54456327	54671446	215120	1	6711	ENST00000356805.9	-256
chr2	54669961	54670090	130	*	PMF_vs_PMC_peak_684	51	.	2.92895	9.98974	5.11999	46	3' UTR	2	54673889	54685107	11219	1	105374653	ENST00000759811.1	-3799
chr2	55050468	55050598	131	*	PMF_vs_PMC_peak_685	52	.	4.73593	10.2238	5.27398	51	Promoter (<=1kb)	2	54972189	55050544	78356	2	57142	ENST00000317610.11	0
chr2	55232168	55232301	134	*	PMF_vs_PMC_peak_686	37	.	3.42062	8.1943	3.76723	46	Promoter (<=1kb)	2	55172547	55232293	59747	2	130162	ENST00000401408.6	0
chr2	64750821	64750961	141	*	PMF_vs_PMC_peak_687	43	.	4.20639	8.9475	4.32732	105	Promoter (<=1kb)	2	64636533	64751005	114473	2	9792	ENST00000476805.2	44
chr2	65056400	65056552	153	*	PMF_vs_PMC_peak_688	82	.	6.50636	14.0791	8.28631	100	Promoter (<=1kb)	2	65056401	65086971	30571	1	23177	ENST00000704481.1	0
chr2	69178250	69178423	174	*	PMF_vs_PMC_peak_689	30	.	2.81329	7.18288	3.00724	67	Intron (ENST00000303714.9/84168, intron 14 of 17)	2	69103682	69103755	74	1	100423030	ENST00000577443.1	74568
chr2	69914476	69914622	147	*	PMF_vs_PMC_peak_690	42	.	4.11248	8.80316	4.20777	72	Promoter (<=1kb)	2	69915041	69942938	27898	1	4084	ENST00000540449.5	-419
chr2	71548731	71548875	145	*	PMF_vs_PMC_peak_691	64	.	5.54191	11.7967	6.48411	70	Intron (ENST00000258104.8/8291, intron 16 of 54)	2	71568014	71686750	118737	1	8291	ENST00000698057.1	-19139
chr2	74391881	74392026	146	*	PMF_vs_PMC_peak_692	117	.	7.43188	18.3673	11.7817	105	Promoter (<=1kb)	2	74378036	74392036	14001	2	1639	ENST00000440727.1	10
chr2	74465346	74465541	196	*	PMF_vs_PMC_peak_693	24	.	2.91107	6.4496	2.48318	152	Promoter (<=1kb)	2	74461057	74465382	4326	2	7841	ENST00000448666.7	0
chr2	74507309	74507441	133	*	PMF_vs_PMC_peak_694	41	.	3.41506	8.67725	4.12338	57	Promoter (<=1kb)	2	74505043	74507416	2374	2	84759	ENST00000475863.5	0
chr2	75710652	75710819	168	*	PMF_vs_PMC_peak_695	36	.	4.01774	8.02427	3.63587	107	Promoter (<=1kb)	2	75710782	75728123	17342	1	105374813	ENST00000652200.1	0
chr2	84925920	84926053	134	*	PMF_vs_PMC_peak_696	27	.	2.67442	6.81026	2.73915	39	Exon (ENST00000746753.1/ENST00000746753.1, exon 1 of 3)	2	84901643	84907008	5366	2	105374836	ENST00000489999.1	-18912
chr2	85420769	85420899	131	*	PMF_vs_PMC_peak_697	88	.	5.67668	14.7664	8.84392	62	Promoter (<=1kb)	2	85420837	85426724	5888	1	284948	ENST00000651365.1	0
chr2	95121808	95121937	130	*	PMF_vs_PMC_peak_698	30	.	3.82874	7.28745	3.08864	61	Promoter (<=1kb)	2	95085369	95121808	36440	2	64969	ENST00000272418.7	0
chr2	95991863	95991999	137	*	PMF_vs_PMC_peak_699	58	.	4.93752	11.0053	5.86698	69	Promoter (<=1kb)	2	95986623	95991831	5209	2	400986	ENST00000619511.1	-32
chr2	96335793	96335941	149	*	PMF_vs_PMC_peak_700	56	.	5.13398	10.7276	5.6725	75	Promoter (<=1kb)	2	96335796	96373707	37912	1	23397	ENST00000427946.5	0
chr2	96509448	96509609	162	*	PMF_vs_PMC_peak_701	45	.	5.37325	9.31879	4.59254	109	Promoter (1-2kb)	2	96497646	96508109	10464	2	93082	ENST00000435380.3	-1339
chr2	96638322	96638491	170	*	PMF_vs_PMC_peak_702	132	.	5.90276	20.1593	13.226	78	Promoter (<=1kb)	2	96593170	96638346	45177	2	55683	ENST00000354204.10	0
chr2	96857912	96858039	128	*	PMF_vs_PMC_peak_703	41	.	4.33273	8.71601	4.14206	71	Promoter (<=1kb)	2	96836611	96858014	21404	2	200539	ENST00000443120.5	0
chr2	96868494	96868697	204	*	PMF_vs_PMC_peak_704	24	.	3.16681	6.40804	2.44857	105	Promoter (<=1kb)	2	96865234	96868588	3355	2	54910	ENST00000442264.5	0
chr2	96960531	96960653	123	*	PMF_vs_PMC_peak_705	85	.	7.44154	14.4415	8.58103	63	Intron (ENST00000490605.3/51252, intron 5 of 16)	2	96923569	96951935	28367	2	51252	ENST00000520074.1	-8596
chr2	97113068	97113279	212	*	PMF_vs_PMC_peak_706	51	.	5.57181	10.0133	5.13127	59	Promoter (<=1kb)	2	97113153	97264521	151369	1	375248	ENST00000420699.9	0
chr2	97113417	97113620	204	*	PMF_vs_PMC_peak_707	27	.	3.98019	6.81164	2.73915	25	Promoter (<=1kb)	2	97113496	97250199	136704	1	375248	ENST00000461153.7	0
chr2	101252801	101252927	127	*	PMF_vs_PMC_peak_708	50	.	3.63905	9.87633	5.02138	87	Promoter (<=1kb)	2	101090253	101252866	162614	2	11138	ENST00000463469.5	0
chr2	101330485	101330647	163	*	PMF_vs_PMC_peak_709	34	.	3.69461	7.73977	3.40697	81	Intron (ENST00000848400.1/ENST00000848400.1, intron 2 of 2)	2	101309450	101309534	85	1	100847007	ENST00000578474.1	21035
chr2	104873526	104873665	140	*	PMF_vs_PMC_peak_710	52	.	6.58008	10.2246	5.27398	53	Promoter (<=1kb)	2	104869220	104873594	4375	2	102682016	ENST00000734135.1	0
chr2	113199101	113199302	202	*	PMF_vs_PMC_peak_711	39	.	4.31947	8.38887	3.91993	65	Promoter (<=1kb)	2	113198558	113202912	4355	1	23550	ENST00000464559.1	543
chr2	113583926	113584083	158	*	PMF_vs_PMC_peak_712	72	.	3.80212	12.7502	7.23077	100	Promoter (<=1kb)	2	113578836	113584052	5217	2	124907875	ENST00000803756.1	0
chr2	113604131	113604353	223	*	PMF_vs_PMC_peak_713	50	.	3.63905	9.87633	5.02138	108	Promoter (<=1kb)	2	113599028	113603778	4751	2	84771	ENST00000802862.1	-353
chr2	119438299	119438445	147	*	PMF_vs_PMC_peak_714	64	.	5.01226	11.7447	6.458	56	3' UTR	2	119439845	119441663	1819	2	6344	ENST00000494326.5	3218
chr2	121755472	121755796	325	*	PMF_vs_PMC_peak_715	52	.	4.63513	10.2238	5.27398	114	Promoter (<=1kb)	2	121755545	121767853	12309	1	7247	ENST00000536142.5	0
chr2	126990750	126990887	138	*	PMF_vs_PMC_peak_716	58	.	4.26018	10.927	5.82066	84	Distal Intergenic	2	127024738	127033962	9225	1	105373604	ENST00000795249.1	-33851
chr2	128027946	128028067	122	*	PMF_vs_PMC_peak_717	36	.	5.16176	8.00485	3.61805	67	Promoter (<=1kb)	2	127941222	128028059	86838	2	79595	ENST00000643581.2	0
chr2	148509527	148509651	125	*	PMF_vs_PMC_peak_718	50	.	4.59977	9.92198	5.06105	64	Promoter (2-3kb)	2	148512234	148512943	710	1	55777	ENST00000637502.1	-2583
chr2	154403585	154403744	160	*	PMF_vs_PMC_peak_719	24	.	3.35862	6.46191	2.485	8	Intron (ENST00000392825.8/114805, intron 10 of 12)	2	154409011	154450793	41783	1	114805	ENST00000422126.1	-5267
chr2	156401126	156401258	133	*	PMF_vs_PMC_peak_720	51	.	3.84194	10.0007	5.12458	78	Promoter (<=1kb)	2	156400451	156433606	33156	1	2820	ENST00000847775.1	675
chr2	159712441	159712610	170	*	PMF_vs_PMC_peak_721	55	.	4.27255	10.5717	5.53756	69	Promoter (<=1kb)	2	159635077	159712442	77366	2	29994	ENST00000849500.1	0
chr2	167794642	167794793	152	*	PMF_vs_PMC_peak_722	58	.	3.67834	11.0065	5.86698	35	Intron (ENST00000392690.4/8708, intron 3 of 4)	2	167814767	167815483	717	2	105616981	ENST00000821877.1	20690
chr2	170714578	170714812	235	*	PMF_vs_PMC_peak_723	65	.	2.83157	11.8928	6.55767	167	Promoter (<=1kb)	2	170712451	170714567	2117	2	440925	ENST00000409786.1	-11
chr2	171999958	172000218	261	*	PMF_vs_PMC_peak_724	117	.	7.04041	18.2739	11.7092	114	Promoter (<=1kb)	2	171999955	172061994	62040	1	254042	ENST00000493742.1	3
chr2	172172573	172172703	131	*	PMF_vs_PMC_peak_725	65	.	6.40838	11.8332	6.50287	49	Intron (ENST00000715288.1/104326193, intron 3 of 5)	2	172137374	172323742	186369	1	107985960	ENST00000662340.1	35199
chr2	172330080	172330278	199	*	PMF_vs_PMC_peak_726	24	.	3.02295	6.41011	2.44857	85	Promoter (<=1kb)	2	172323909	172330490	6582	2	105373742	ENST00000734283.1	212
chr2	173964054	173964220	167	*	PMF_vs_PMC_peak_727	51	.	5.16392	10.0802	5.17693	102	Promoter (<=1kb)	2	173908530	173964219	55690	2	6670	ENST00000418194.7	0
chr2	177263547	177263707	161	*	PMF_vs_PMC_peak_728	30	.	2.71319	7.28108	3.08864	73	Promoter (<=1kb)	2	177219319	177263650	44332	2	4780	ENST00000699297.1	0
chr2	186486130	186486259	130	*	PMF_vs_PMC_peak_729	66	.	4.00448	12.061	6.68768	78	Promoter (<=1kb)	2	186032761	186486199	453439	2	101927217	ENST00000738363.1	0
chr2	190180342	190180485	144	*	PMF_vs_PMC_peak_730	44	.	4.0306	9.09299	4.44515	76	Promoter (<=1kb)	2	190180482	190200209	19728	1	84281	ENST00000409870.1	0
chr2	191245240	191245465	226	*	PMF_vs_PMC_peak_731	30	.	3.82874	7.28745	3.08864	12	Promoter (<=1kb)	2	191245276	191425389	180114	1	4430	ENST00000339514.8	0
chr2	196171496	196171623	128	*	PMF_vs_PMC_peak_732	37	.	4.916	8.20535	3.77159	76	Promoter (<=1kb)	2	196133583	196171578	37996	2	9262	ENST00000263955.9	0
